Relative_time,Resonance_Frequency
0,9993999.41
0.61,9993999.41
1.23,9993999.39
1.83,9993999.39
2.64,9993999.34
3.26,9993999.31
3.86,9993999.31
4.47,9993999.33
5.29,9993999.33
5.89,9993999.31
6.5,9993999.35
7.11,9993999.37
7.72,9993999.37
8.54,9993999.37
9.14,9993999.38
9.76,9993999.38
10.36,9993999.39
10.97,9993999.39
11.79,9993999.41
12.39,9993999.41
13,9993999.43
13.61,9993999.42
14.22,9993999.4
15.04,9993999.39
15.64,9993999.37
16.25,9993999.36
16.87,9993999.35
17.49,9993999.32
18.3,9993999.33
18.91,9993999.37
19.53,9993999.38
20.14,9993999.39
20.75,9993999.36
21.57,9993999.32
22.17,9993999.31
22.78,9993999.31
23.39,9993999.27
24,9993999.26
24.82,9993999.24
25.42,9993999.25
26.03,9993999.29
26.64,9993999.28
27.45,9993999.27
28.06,9993999.29
28.68,9993999.34
29.29,9993999.34
29.89,9993999.39
30.7,9993999.44
31.32,9993999.45
31.92,9993999.45
32.54,9993999.47
33.14,9993999.5
33.95,9993999.49
34.57,9993999.52
35.17,9993999.52
35.79,9993999.55
36.39,9993999.58
37.2,9993999.61
37.82,9993999.63
38.42,9993999.63
39.04,9993999.65
39.64,9993999.65
40.45,9993999.63
41.07,9993999.65
41.67,9993999.66
42.29,9993999.68
43.1,9993999.69
43.7,9993999.68
44.32,9993999.67
44.93,9993999.71
45.54,9993999.79
46.35,9993999.8
46.95,9993999.84
47.58,9993999.86
48.19,9993999.85
48.8,9993999.87
49.41,9993999.92
50.23,9993999.96
50.85,9993999.95
51.45,9993999.96
52.07,9993999.97
52.67,9993999.96
53.48,9993999.98
54.1,9994000.01
54.7,9994000.03
55.32,9994000.04
56.13,9994000.07
56.73,9994000.15
57.35,9994000.15
57.97,9994000.17
58.58,9994000.16
59.19,9994000.19
60,9994000.2
60.61,9994000.23
61.22,9994000.25
61.83,9994000.26
62.64,9994000.25
63.25,9994000.23
63.86,9994000.26
64.47,9994000.29
65.08,9994000.3
65.89,9994000.31
66.5,9994000.35
67.11,9994000.38
67.72,9994000.39
68.33,9994000.4
69.14,9994000.41
69.75,9994000.42
70.36,9994000.39
70.97,9994000.4
71.58,9994000.42
72.39,9994000.42
73,9994000.42
73.61,9994000.42
74.22,9994000.45
75.04,9994000.49
75.64,9994000.51
76.25,9994000.52
76.86,9994000.55
77.47,9994000.56
78.29,9994000.47
78.89,9994000.49
79.5,9994000.5
80.11,9994000.52
80.72,9994000.57
81.54,9994000.59
82.14,9994000.65
82.75,9994000.67
83.36,9994000.72
83.97,9994000.73
84.79,9994000.76
85.39,9994000.78
86,9994000.82
86.61,9994000.88
87.22,9994000.88
88.03,9994000.94
88.64,9994000.96
89.25,9994000.93
89.86,9994000.96
90.67,9994000.99
91.29,9994001.04
91.89,9994001.07
92.5,9994001.09
93.12,9994001.07
93.94,9994001.1
94.55,9994001.13
95.16,9994001.17
95.78,9994001.19
96.39,9994001.16
97,9994001.16
97.82,9994001.21
98.42,9994001.27
99.04,9994001.27
99.64,9994001.34
100.25,9994001.35
101.07,9994001.43
101.67,9994001.45
102.29,9994001.49
102.89,9994001.54
103.7,9994001.59
104.32,9994001.61
104.93,9994001.66
105.54,9994001.68
106.14,9994001.72
106.95,9994001.74
107.57,9994001.77
108.17,9994001.76
108.79,9994001.79
109.39,9994001.84
110.2,9994001.91
110.82,9994001.97
111.43,9994002
112.04,9994002.04
112.64,9994002.07
113.45,9994002.09
114.07,9994002.11
114.67,9994002.08
115.29,9994002.11
115.89,9994002.2
116.7,9994002.29
117.32,9994002.35
117.93,9994002.41
118.54,9994002.43
119.35,9994002.45
119.95,9994002.46
120.57,9994002.45
121.17,9994002.47
121.79,9994002.5
122.6,9994002.53
123.2,9994002.58
123.83,9994002.59
124.44,9994002.65
125.05,9994002.69
125.86,9994002.71
126.47,9994002.74
127.08,9994002.76
127.69,9994002.76
128.3,9994002.77
